"","snp","chr","pos","p"
"542","rs27033295",11,110710322,0.000302755847416075
"543","rs221532367",5,23137073,0.000305852611588125
"544","rs48291887",5,24463457,0.000306187615491375
"545","rs252486948",11,95180522,0.000311451235100757
"546","cfw-11-59057458",11,59057458,0.000318344226718845
"547","rs33519690",5,21312605,0.000323492648835441
"548","cfw-5-21292849",5,21292849,0.000324238204644679
"549","rs218051028",5,25007303,0.000326679841280161
"550","rs51520630",5,24703050,0.000331229240872797
"551","rs51148496",5,24919827,0.000331454745219637
"552","rs31996678",5,24747629,0.000332248074543073
"553","rs47465330",17,72753773,0.000333039884261221
"554","rs29479087",11,95468044,0.000334654568074395
"555","rs31995380",5,24734117,0.000335164056364625
"556","rs32003515",5,24725514,0.000336495385871293
"557","rs49537039",5,24703150,0.000341235054914943
"558","rs216707686",5,25052127,0.000345405417544094
"559","rs33329656",5,24880624,0.00035247515247219
"560","cfw-6-52171550",6,52171550,0.000361557550881502
"561","rs220967987",5,24903124,0.000362236984984957
"562","rs50873146",5,25653059,0.000364262286073124
"563","rs253435199",5,24903113,0.000365145774092776
"564","rs264012444",11,97166396,0.000371396089233077
"565","rs46370472",5,24873229,0.000371414764321009
"566","rs241430175",5,24702760,0.000375744464454347
"567","rs38234512",5,25025861,0.000378880393331399
"568","rs32002679",5,24725724,0.000382794883884854
"569","rs239771711",5,25262188,0.000385096274338377
"570","rs262181890",5,27459823,0.0003851163864203
"571","rs46420542",5,25608947,0.000390250986282306
"572","rs48686053",5,25591703,0.000397062345253016
"573","rs33382667",5,27536950,0.000404254035044572
"574","rs38578705",5,23013761,0.000412343900111846
"575","rs3667758",5,24021128,0.00041549297602389
"576","rs38255753",19,6317985,0.000417719924127191
"577","rs245149342",5,25146907,0.000422166184243249
"578","rs51581488",1,153408036,0.000422533780734914
"579","rs37665906",5,25025912,0.000424381957037475
"580","rs33428375",5,22925966,0.000426136652825887
"581","rs239609754",5,24950418,0.000427648321557639
"582","rs32009046",5,24651505,0.00042959782256813
"583","rs29464487",11,96820433,0.000430281133090891
"584","rs108395819",17,62780962,0.000432127476313096
"585","rs48127237",5,24950423,0.000435704064400752
"586","rs51758990",17,64645469,0.000441166473217727
"587","rs27060360",11,94941375,0.000456048881143065
"588","rs27042174",11,95368069,0.00046368054950335
"589","cfw-13-56579307",13,56579307,0.000464510772406823
"590","rs30083407",6,110325986,0.00047444271662817
"591","rs259167792",5,23000123,0.000474909769212639
"592","rs38835803",5,25052460,0.000478032045269998
"593","rs48360703",5,24886022,0.000482061918164144
"594","rs262609731",5,25636134,0.000482172818020582
"595","rs27042337",11,95316091,0.000487383648857717
"596","rs31524876",1,194397232,0.000497252054571914
"597","rs32030724",5,24278427,0.000497840516028228
"598","rs37123769",9,92755228,0.000505981670445102
"599","rs49307045",1,88239134,0.000521160554518302
"600","rs26904094",11,44897324,0.000521832010976809
"601","rs27055393",11,95765174,0.000526730453199468
"602","rs238822190",5,25546631,0.000528392465322185
"603","rs50392123",11,95002357,0.000529832419538456
"604","rs29630731",5,21379382,0.000533915606547377
"605","rs47299654",15,41834933,0.000535732014890741
"606","rs32037621",5,24187506,0.000538778420654299
"607","rs32939146",2,91945331,0.000538795926512942
"608","rs29510031",5,25532976,0.000544089821533105
"609","rs33543577",12,114290091,0.000551261796477252
"610","rs33751840",5,24725578,0.000561433074521696
"611","cfw-5-25117102",5,25117102,0.000563857920463061
"612","rs27060416",11,94922980,0.000566108624519183
"613","rs32002682",5,24725554,0.000570430780355895
"614","rs33215296",5,21379858,0.000571097829341579
"615","rs33091788",5,25150547,0.000578795657075081
"616","rs47771234",5,41653596,0.000593425204165065
"617","rs16787077",5,27612801,0.000594815336525283
"618","rs49719433",3,148646999,0.000600934264771116
"619","rs47892890",5,25735290,0.000610874146101662
"620","rs27042209",11,95358560,0.000619509238348572
"621","rs3160466",5,25622317,0.00062634631474094
"622","rs49963991",5,24725716,0.000626745458875001
"623","rs50910943",5,25670901,0.000630958861973448
"624","rs33823685",13,9517602,0.000631159829840547
"625","rs234245992",5,24975349,0.000636764282385869
"626","rs49886357",5,24890263,0.000641704508538592
"627","rs108083668",17,14202935,0.000652548302382191
"628","rs254247436",11,93838409,0.000656582099096899
"629","rs36889357",5,22990028,0.000656634324569112
"630","rs6400679",5,43685025,0.000660251563120816
"631","rs48809887",5,24885941,0.000669509009295987
"632","rs47897301",5,24873240,0.000683857666117294
"633","rs30885242",1,136150627,0.000701263123037731
"634","rs32123812",5,27711486,0.000705504591330283
"635","rs33802978",1,174522626,0.000706216009049248
"636","cfw-5-24150126",5,24150126,0.000713030762767451
"637","rs227059872",11,93838207,0.000719212754714947
"638","rs29463044",11,97086044,0.000730271883620403
"639","rs36826305",18,75913065,0.000730625856073196
"640","rs212482013",11,97196760,0.000731622368235849
"641","rs51846329",5,23739938,0.000739264772331787
"642","rs47193960",5,25652915,0.000744681267817634
"643","rs29562051",5,27838517,0.000747118429661623
"644","rs51703206",5,24885956,0.000750761832063291
"645","rs31950209",5,22007210,0.000751466227831576
"646","rs32724913",1,77165053,0.000760648820753521
"647","rs48925527",17,48955108,0.000762900549778138
"648","rs255258151",5,24976840,0.000773386749350522
"649","rs45710693",1,173141215,0.000776644159343356
"650","rs212815223",5,25262168,0.000780860332993393
"651","rs251684398",4,106562429,0.000781672550353367
"652","rs27089807",11,97678989,0.000781965010668975
"653","rs52517735",5,22955555,0.00078347077728248
"654","cfw-5-123828867",5,123828867,0.00078400152601244
"655","rs47716384",5,27897028,0.000795154029964422
"656","rs49942250",5,24198382,0.000819354045422548
"657","rs46270344",5,23044211,0.000831931935039682
"658","rs242511248",5,25652908,0.000833562207073219
"659","rs259488725",3,3504740,0.00083692956145627
"660","cfw-2-90830213",2,90830213,0.000846306957538656
"661","rs49599269",5,23997613,0.000862245775236148
"662","rs245429044",14,98325336,0.000871125225029411
"663","rs47817746",13,116506238,0.000883179530498342
"664","rs33210672",17,48694974,0.000884707862239936
"665","rs242944208",19,6280680,0.000886853215561156
"666","rs27102548",11,95369847,0.000901077777151135
"667","rs46085610",5,25591663,0.000907766045176085
"668","rs46074317",5,24919797,0.000916436122711577
"669","rs32029901",5,24278490,0.000926464638456954
"670","rs46744703",8,123409923,0.000928559164118813
"671","rs48048993",5,23743451,0.000932984267089421
"672","rs256847677",11,95461225,0.000935149751639594
"673","rs33221999",5,23421677,0.000936113231140151
"674","rs50725461",5,28010653,0.000939890096146186
"675","rs48931835",5,23224128,0.000941597257211731
"676","cfw-7-16143434",7,16143434,0.000941814669942951
"677","rs48683375",5,23758095,0.000949636868512249
"678","rs49831514",11,96507543,0.000950033145835077
"679","rs3697892",3,156587865,0.000955777194722936
"680","rs27375076",2,103599794,0.000961147116356684
"681","rs45667797",5,24063543,0.000981048835680031
"682","rs29563157",5,33269090,0.00100172065778209
"683","rs33803360",1,174423281,0.00102642222269278
"684","rs233547200",5,25591875,0.00104757431956559
"685","rs246694035",5,24997477,0.00104812792541185
"686","rs265409027",5,25055722,0.00105046419445296
"687","rs47480773",5,24454940,0.00110059100955605
"688","rs264103064",5,25591895,0.00113121133381756
"689","rs27101638",11,95023673,0.00114039396277975
"690","rs214763241",5,24976865,0.00114737221922164
"691","rs32014883",5,24463519,0.001155940892993
"692","rs253430625",5,25258391,0.00115849405996837
"693","rs27384618",2,91827859,0.00117109894049016
"694","rs51173291",1,174416361,0.00117837231068913
"695","rs32403749",14,99843030,0.00117887542945462
"696","rs45755565",5,24703017,0.00118970732837869
"697","rs32134605",5,27638353,0.00120786189042576
"698","rs36526469",19,26636426,0.00123026514419478
"699","rs27552732",4,139469517,0.00123401077983657
"700","rs32079503",5,23606489,0.00123573776658616
"701","rs33718007",5,32736109,0.00124734510944601
"702","rs52041845",5,23956306,0.00124938402421822
"703","cfw-9-116165139",9,116165139,0.0012525854038303
"704","rs256192379",18,57772399,0.0012811392401618
"705","rs46880909",3,4371971,0.00129265208345126
"706","rs50737263",5,25516380,0.00130133382472913
"707","cfw-18-77525236",18,77525236,0.00131372273519693
"708","rs32126456",5,27696256,0.00131412572633704
"709","rs31455757",8,59324921,0.00131797487822467
"710","rs51051512",5,27696221,0.00131967659453512
"711","rs227053054",5,124144546,0.0013205263182607
"712","rs32518292",4,108431410,0.00132378545218491
"713","rs30248211",18,57772405,0.00133875510280476
"714","cfw-2-29517850",2,29517850,0.00133947491675797
"715","rs29698668",3,28683248,0.00133977921819922
"716","rs29781873",18,57772408,0.00134410383675375
"717","cfw-12-52821110",12,52821110,0.00134764796552643
"718","rs32006114",5,24694959,0.00135866370811507
"719","rs32065132",5,23742629,0.00135953243321454
"720","rs32005201",5,24694993,0.00136221797513319
"721","rs8270290",11,97211897,0.00136902183753733
"722","rs46742668",5,76928772,0.00137125554699084
"723","rs33787962",1,174123749,0.00137313953456593
"724","rs251407943",5,24973286,0.00137982102041928
"725","rs107685089",17,14330999,0.00138949997211023
"726","rs51111467",15,86151578,0.00140096437392584
"727","rs29543806",2,91470228,0.00141144329693908
"728","rs16803052",5,27710395,0.00141366308548961
"729","rs49706857",1,174415715,0.00141591649912597
"730","rs32874442",2,93505281,0.00141632411534654
"731","rs226761384",1,172917147,0.00142945220307424
"732","rs29499014",17,72926505,0.00142987691485
"733","rs226493893",5,25078767,0.00143154295993654
"734","rs48996694",2,91365442,0.00143290249117067
"735","rs29681732",5,24880673,0.00144626094007936
"736","rs33345702",5,27454263,0.00145053304947181
"737","cfw-17-14376146",17,14376146,0.00146052753615253
"738","rs33163838",5,21397538,0.00147160777018056
"739","rs32978059",2,134826449,0.00149091129648764
"740","rs230739773",18,65691861,0.00150737752268095
"741","rs46385937",4,118803631,0.0015416459641414
"742","rs33849872",11,96948966,0.00155140233586475
"743","rs36794816",1,179109620,0.00155199150569506
"744","rs29856515",13,99205593,0.00155399029126845
"745","cfw-11-96301171",11,96301171,0.00155742549464982
"746","rs48866993",18,60875988,0.001568646949501
"747","rs30750414",14,29934421,0.00159117009118617
"748","rs3156546",5,25622351,0.0015913696293683
"749","rs32014874",5,24464061,0.00159665100846364
"750","rs247225525",11,93498650,0.00161708360126798
"751","rs225129579",19,6666617,0.00164147456327731
"752","rs237366215",1,174577490,0.00166471273025008
"753","rs27268177",2,134935753,0.00167400002534155
"754","cfw-2-90830270",2,90830270,0.0016839941541256
"755","rs50351399",5,24885028,0.00168806060659755
"756","rs33550222",5,22341142,0.00170080081471357
"757","rs263158942",10,20480426,0.00170242469833144
"758","rs50500457",5,24739599,0.00170532493056368
"759","rs29733432",5,24587014,0.00171631011535918
"760","rs48240560",14,17498365,0.00173305752551055
"761","rs27419608",2,125056805,0.00173763702733325
"762","rs254943113",17,4605201,0.0017536696990982
"763","rs32119275",5,27710510,0.00175675222587605
"764","rs33640638",5,24534278,0.00177764206975029
"765","rs235576097",13,16101392,0.00179843383777628
"766","rs222393447",5,25093715,0.00180713041779033
"767","rs258733472",5,64073670,0.00180847697426503
"768","cfw-17-62776089",17,62776089,0.00181008877931187
"769","rs47846449",5,24890266,0.00182605431950015
"770","rs32305243",1,175372949,0.00183231779466599
"771","rs108042444",17,14820048,0.00183289139667827
"772","rs29682574",5,26226711,0.00183567734828251
"773","cfw-19-6381021",19,6381021,0.00183883951927991
"774","rs225215401",14,99843090,0.00185334369895348
"775","cfw-9-120620073",9,120620073,0.00186281944278217
"776","rs264756273",9,29263952,0.00186781218854513
"777","rs27282505",2,134474631,0.00189316062993232
"778","cfw-11-36321049",11,36321049,0.00189853502107901
"779","rs31639308",1,178915115,0.00192007850119271
"780","rs47569679",1,151253588,0.00194023876070352
"781","rs264033512",2,158628144,0.00195209835686395
"782","rs27059732",11,94492526,0.00195719225579888
"783","rs29470164",11,94492570,0.00195774537570151
"784","rs243951039",11,94256766,0.00196150005058244
"785","rs16801189",5,27695993,0.00196229396443035
"786","rs51239078",5,24919334,0.00196561018511734
"787","cfw-7-107537480",7,107537480,0.00197060348301776
"788","rs107675493",17,4515914,0.00197224171703076
"789","rs31201851",1,152531770,0.00197422178053923
"790","rs253451222",5,24302596,0.00197600514611223
"791","rs27270954",2,134075354,0.00197849807925459
"792","rs50383842",13,7663723,0.0020017545434029
"793","rs259423565",12,69569497,0.00200198030829914
"794","rs29190721",12,26529900,0.00200941271754048
"795","rs32113492",5,27838502,0.00201547497721745
"796","rs51140169",5,33226095,0.00201684713614908
"797","rs27029410",11,119894759,0.00202425578705127
"798","rs29194802",12,40733426,0.00204500930959544
"799","rs50351108",5,23720368,0.00205512280636741
"800","rs36796499",9,29074730,0.00205975704980033
"801","rs33024581",4,118699487,0.00206516600993492
"802","rs236402136",11,94256783,0.00206657286435741
"803","rs49642525",1,174416210,0.0020686938594864
"804","rs48773679",1,174416228,0.00206897714776064
"805","rs48346108",17,33970171,0.00207488657489037
"806","rs51466855",5,25736340,0.00208434142549748
"807","rs32757750",7,46041548,0.00210783189345687
"808","rs243818010",1,151300728,0.00211213649919042
"809","rs32105262",5,27895175,0.00211317639773406
"810","rs29363365",10,127108025,0.00212398077836609
"811","rs28334379",2,106772773,0.00213226109905587
"812","rs257836717",6,101308783,0.00214941068560444
"813","rs47792674",9,52579597,0.00215983332227881
"814","rs27091450",11,94272470,0.00216251290812187
"815","cfw-11-68260971",11,68260971,0.00216445357574046
"816","rs50170888",9,117132601,0.00216770382566237
"817","rs27552707",4,139485773,0.00219218819870274
"818","rs52054790",5,27418542,0.00220335022394986
"819","rs33506664",5,23583357,0.00221167208595215
"820","rs29768915",2,91443928,0.00223379904924087
"821","rs45667614",17,74098191,0.00224318263931005
"822","rs32057349",5,23874841,0.0022536073280535
"823","rs29314372",10,127108049,0.00225555114972818
"824","rs246648745",6,99483658,0.00225669094002604
"825","rs37246411",9,92640607,0.00227146712312588
"826","rs46096048",11,94257023,0.00228689577600731
"827","rs27037782",11,96858193,0.00229452977588323
"828","rs29581658",5,22580507,0.0022972517002021
"829","rs16801276",5,27706792,0.00230201978962218
"830","rs251495040",19,6417511,0.0023395015048285
"831","rs31167807",1,153137041,0.00234967833162056
"832","cfw-10-102680858",10,102680858,0.00235236459588883
"833","rs33302225",5,25146526,0.00236854775569018
"834","rs32036779",5,24187798,0.00236949237171898
"835","rs225714596",2,97929441,0.0023720035873578
"836","rs33658496",17,85043682,0.00237680805109388
"837","rs32027108",1,152401179,0.00237868241769263
"838","rs263193617",5,23768015,0.00238795596185405
"839","rs46758633",12,41404286,0.00240101033323291
"840","rs216311384",11,94455621,0.00240818519984999
"841","rs31993458",5,24814852,0.00241916762009219
"842","rs16801188",5,27696080,0.00242077102675997
"843","rs27821704",4,46985565,0.00243763318128061
"844","rs240227535",6,104448311,0.00244022753030873
"845","rs38367714",19,3624188,0.00245860625750381
"846","cfw-17-60357183",17,60357183,0.00248622478864002
"847","rs27444453",2,105572482,0.00253103475895775
"848","rs47137056",19,34442216,0.00254416074409761
"849","rs257112443",15,30608397,0.00256783191161202
"850","rs30898790",19,6836854,0.00256971904966965
"851","rs217003589",2,90530718,0.00257029058304569
"852","rs29342713",10,20355527,0.00257466428824065
"853","rs233368276",11,94565854,0.00261018759327158
"854","rs27431845",2,106723422,0.00261878334738119
"855","rs6267089",1,152548725,0.00263062235446475
"856","rs47958614",17,48723712,0.00263097918935503
"857","rs32156757",5,27461187,0.00263553357425863
"858","rs31226509",1,151966080,0.00264373250645125
"859","rs223899393",15,75581088,0.00264972380661283
"860","rs27091516",11,94256782,0.0026587296469726
"861","cfw-19-32398072",19,32398072,0.00267407755360059
"862","rs46126572",1,167674745,0.00267683180420615
"863","rs27267194",2,134598383,0.00268027214407757
"864","rs38986128",5,118614424,0.00268095121381705
"865","rs108396693",17,48721211,0.00269850640568521
"866","rs243672709",18,60957414,0.00270790173074959
"867","rs225340242",1,151741376,0.00271201556539405
"868","rs51889986",17,84781425,0.00273711104651506
"869","rs33201590",17,73271254,0.00274286215142016
"870","rs31988646",5,24826834,0.00275590759513928
"871","rs50742964",17,48720976,0.0027624332102913
"872","rs261564723",12,11025768,0.00276802594876658
"873","rs27086820",11,95063157,0.00276920752404413
"874","rs50769893",17,3267429,0.00279174492177428
"875","rs32040447",5,24064747,0.00281167472631309
